Id,SalePrice,Mo Sold,Yr Sold,Overall Qual,Overall Cond,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Mas Vnr Area,Full Bath,Garage Yr Blt,Bedroom AbvGr,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Lot Frontage,Open Porch SF,Wood Deck SF,Fence,Pool Area,MS Zoning,Alley,Central Air,Low Qual Fin SF,Exter Qual,Exter Cond,Bsmt Qual,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,fine_neighbour,fine_garage_type,mv,garage_finish,zone1,zone2,Grvl,Pave,VinylSd1,VinylSd2,Pconc,reg_lot,np_bsmt_expo,sale_new,bsmtscore,garagescore
809,153337,6,2009,5,5,1224,528.0,2.0,1086.0,1224,1979,1979,275.0,0,1979.0,2,275.0,6,2,1086.0,0.0,0.0,64.0,0,120,0,0,RL,0,0,0,3,3,4,5.0,0.5,3,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5430.0,264.0
767,103600,7,2009,6,6,1369,300.0,1.0,672.0,697,1925,1950,0.0,2,1930.0,3,0.0,6,0,551.0,0.0,121.0,54.0,0,147,0,0,RH,0,1,0,3,4,3,3.0,0.5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1713.5,150.0
262,128200,2,2010,5,6,894,308.0,1.0,894.0,894,1976,1976,0.0,1,1976.0,3,0.0,5,0,182.0,712.0,0.0,75.0,0,365,1,0,RL,0,0,0,3,3,3,1.0,4.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3030.0,154.0
101,177500,6,2010,6,5,1573,440.0,2.0,756.0,769,2000,2000,216.0,2,2000.0,3,216.0,5,0,378.0,0.0,378.0,0.0,32,0,0,0,FV,0,0,0,4,3,4,5.0,0.5,5,4,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2079.0,220.0
48,320000,6,2010,8,5,2250,756.0,3.0,1671.0,1687,2002,2002,232.0,2,2002.0,3,232.0,7,1,578.0,0.0,1093.0,105.0,130,238,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,5,1,1,1,1,1,0,0,0,1,1,1,1,0,0,3436.5,756.0
489,190000,6,2009,6,5,1514,394.0,2.0,794.0,819,2000,2000,0.0,2,2000.0,3,0.0,7,1,683.0,0.0,111.0,42.0,72,0,0,0,RL,0,0,0,3,3,4,5.0,0.5,5,3,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,3470.5,394.0
2369,91500,4,2006,6,5,1218,0.0,0.0,672.0,672,1971,1971,236.0,1,0.0,3,236.0,7,0,0.0,0.0,672.0,21.0,0,201,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,336.0,0.0
707,93000,11,2009,5,4,1387,256.0,1.0,811.0,811,1954,1954,0.0,2,1954.0,3,0.0,7,0,0.0,0.0,811.0,50.0,0,0,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,405.5,128.0
2034,127000,3,2007,6,7,1355,0.0,0.0,684.0,773,1914,2006,0.0,1,0.0,3,0.0,7,0,0.0,0.0,684.0,60.0,0,136,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,342.0,0.0
308,50138,6,2010,4,7,952,330.0,1.0,756.0,952,1896,1950,0.0,1,1896.0,3,0.0,5,0,0.0,0.0,756.0,66.0,0,0,0,0,C (all),0,0,0,2,2,3,0.5,0.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,378.0,247.5
2176,148000,5,2007,6,7,1113,504.0,1.0,1143.0,1113,1976,1976,174.0,1,1987.0,3,174.0,6,1,751.0,0.0,392.0,0.0,30,370,1,0,RL,0,0,0,3,4,3,3.0,0.5,3,3,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2449.0,378.0
1549,120500,2,2008,5,6,778,924.0,1.0,740.0,778,1940,1955,0.0,1,1966.0,2,0.0,4,1,403.0,125.0,212.0,71.0,25,0,0,0,RM,0,0,0,3,3,3,4.0,2.0,5,3,4,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1968.0,924.0
909,139500,7,2009,6,7,1489,240.0,1.0,778.0,944,1940,1950,0.0,2,1940.0,3,0.0,7,1,0.0,0.0,778.0,60.0,0,335,1,0,RL,0,0,0,3,3,3,0.5,0.5,3,3,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,389.0,120.0
892,320000,2,2009,9,5,1698,768.0,3.0,1698.0,1698,2007,2008,340.0,2,2007.0,3,340.0,8,1,1234.0,0.0,464.0,86.0,64,327,0,0,RL,0,0,0,5,3,5,5.0,0.5,5,5,4,0,1,1,1,1,0,0,0,1,0,1,0,1,0,6402.0,768.0
2045,219000,4,2007,7,8,2267,498.0,2.0,1005.0,1262,1937,1980,0.0,1,1937.0,3,0.0,7,2,288.0,0.0,717.0,107.0,0,521,0,0,RL,0,0,0,3,4,3,4.0,0.5,3,3,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1510.5,498.0
2927,131000,6,2006,5,5,902,484.0,2.0,864.0,902,1983,1983,0.0,1,1983.0,2,0.0,5,0,301.0,324.0,239.0,0.0,0,164,1,0,RL,0,0,0,3,3,4,3.0,4.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2318.5,242.0
1732,171925,3,2007,6,5,1495,440.0,2.0,738.0,738,2006,2006,0.0,2,2006.0,3,0.0,7,1,0.0,0.0,738.0,62.0,30,100,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,0,0,1,0,0,0,1,1,1,0,1,1,369.0,330.0
998,177900,11,2008,5,5,1384,404.0,2.0,1348.0,1384,1996,1997,0.0,2,1996.0,3,0.0,7,0,450.0,0.0,898.0,53.0,39,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2699.0,202.0
2203,141500,4,2007,6,7,1436,228.0,1.0,585.0,851,1921,1950,0.0,1,1992.0,3,0.0,7,1,0.0,0.0,585.0,53.0,0,184,0,0,RL,0,1,0,3,3,3,0.5,0.5,3,3,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,292.5,114.0
356,191000,10,2009,6,5,1636,440.0,2.0,952.0,952,1998,1999,0.0,2,1998.0,3,0.0,7,1,476.0,0.0,476.0,60.0,84,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,4,3,3,0,1,0,1,1,0,0,0,1,1,1,1,1,0,2618.0,440.0
2475,158000,5,2006,6,5,1158,576.0,2.0,1158.0,1158,2004,2004,0.0,1,2006.0,3,0.0,5,0,941.0,0.0,217.0,63.0,50,0,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,4,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,3872.5,288.0
2264,248900,11,2007,8,5,1646,870.0,3.0,1638.0,1646,2006,2007,274.0,2,2007.0,3,274.0,6,1,0.0,0.0,1638.0,67.0,80,192,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,1,0,1,0,0,0,1,1,1,0,0,1,819.0,652.5
2201,175000,6,2007,5,7,1768,240.0,1.0,731.0,981,1937,1950,252.0,1,1939.0,3,252.0,7,2,569.0,0.0,162.0,60.0,0,0,1,0,RL,0,0,0,3,3,4,4.0,0.5,5,4,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2357.0,120.0
2545,185900,6,2006,6,7,1565,299.0,1.0,1187.0,1565,1965,2000,0.0,2,1965.0,3,0.0,7,2,901.0,252.0,34.0,80.0,25,200,1,0,RL,0,0,0,3,4,3,4.0,3.0,5,4,3,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4377.0,224.25
2660,163000,10,2006,7,7,1768,320.0,2.0,880.0,880,1914,1970,0.0,1,1914.0,2,0.0,6,2,390.0,0.0,490.0,60.0,341,0,0,0,RM,0,1,0,3,3,4,2.0,0.5,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1025.0,160.0
2882,115000,10,2006,5,6,1396,0.0,0.0,660.0,1060,1951,1951,0.0,2,0.0,4,0.0,8,0,0.0,0.0,660.0,50.0,0,0,0,0,C (all),0,1,0,2,2,3,0.5,0.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,330.0,0.0
1379,157500,12,2008,6,5,1096,484.0,2.0,1008.0,1096,1978,1978,39.0,1,1978.0,3,39.0,6,1,528.0,0.0,480.0,80.0,0,168,0,0,RL,0,0,0,3,3,3,4.0,0.5,3,3,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2352.0,242.0
491,245000,5,2009,7,5,2312,658.0,3.0,1177.0,1223,1999,1999,210.0,2,1999.0,4,210.0,8,1,913.0,0.0,264.0,0.0,0,298,0,0,RL,0,0,0,4,3,4,4.0,0.5,5,4,3,0,1,1,1,1,0,0,0,1,1,1,0,1,0,3784.0,658.0
1002,180000,10,2008,8,5,1337,462.0,2.0,1337.0,1337,1993,1993,0.0,2,1993.0,2,0.0,5,1,733.0,0.0,604.0,41.0,0,96,0,0,RL,0,0,0,4,3,4,5.0,0.5,4,4,3,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3967.0,346.5
1848,148800,3,2007,7,5,1102,480.0,2.0,551.0,551,2004,2004,0.0,2,2004.0,2,0.0,4,0,239.0,0.0,312.0,0.0,60,0,0,0,FV,0,0,0,4,3,4,5.0,0.5,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1351.0,240.0
1455,237000,3,2008,8,5,2031,577.0,2.0,1128.0,1128,2002,2002,0.0,2,2002.0,3,0.0,7,1,804.0,0.0,324.0,75.0,211,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,0,0,1,0,0,0,1,1,1,1,1,0,4182.0,432.75
908,60000,1,2009,2,5,438,246.0,1.0,290.0,438,1920,1950,0.0,1,1930.0,1,0.0,3,0,290.0,0.0,0.0,60.0,0,0,0,0,RL,0,1,0,3,3,3,2.0,0.5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,580.0,123.0
1490,165000,4,2008,5,5,1033,504.0,2.0,456.0,1033,1976,1976,222.0,1,1976.0,3,222.0,6,0,456.0,0.0,0.0,64.0,0,224,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1824.0,378.0
1465,240000,8,2008,7,5,2327,596.0,2.0,1129.0,1129,2003,2003,0.0,2,2003.0,4,0.0,9,1,0.0,0.0,1129.0,41.0,57,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,0,0,1,0,0,0,1,1,1,0,1,0,564.5,447.0
1627,160000,8,2007,7,5,1187,420.0,2.0,1168.0,1187,1992,1993,52.0,2,1992.0,3,52.0,6,0,0.0,0.0,1168.0,0.0,21,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,4,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,584.0,315.0
2849,128000,7,2006,6,6,1340,440.0,1.0,780.0,816,1945,1950,0.0,1,1945.0,3,0.0,6,0,780.0,0.0,0.0,58.0,0,0,0,0,RH,0,1,0,3,3,3,3.0,0.5,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2340.0,220.0
1501,82000,6,2008,4,5,1152,0.0,0.0,0.0,1152,1955,1955,0.0,2,0.0,2,0.0,6,0,0.0,0.0,0.0,65.0,0,0,0,0,RL,0,1,0,3,3,0,0.0,0.0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0
626,256000,7,2009,6,8,1567,542.0,2.0,1562.0,1567,1966,2008,210.0,2,1966.0,2,210.0,5,2,1387.0,0.0,175.0,80.0,110,0,1,0,RL,0,0,0,3,4,3,4.0,0.5,4,4,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5635.5,271.0
722,143000,7,2009,7,9,1482,324.0,2.0,650.0,832,1920,1988,0.0,1,1930.0,3,0.0,7,0,624.0,0.0,26.0,50.0,0,0,0,0,RM,0,0,0,3,4,3,4.0,0.5,5,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,2509.0,162.0
2260,231713,4,2007,7,5,1689,433.0,2.0,1689.0,1689,2006,2007,0.0,2,2007.0,3,0.0,7,0,0.0,0.0,1689.0,67.0,39,100,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,844.5,433.0
1639,155000,11,2007,5,5,1424,828.0,3.0,1100.0,1424,1969,1990,0.0,1,1969.0,3,0.0,7,0,1047.0,0.0,53.0,195.0,0,144,0,0,RL,0,0,0,3,3,4,4.0,0.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4214.5,414.0
1603,128500,4,2008,5,7,816,264.0,1.0,816.0,816,1983,1983,0.0,1,1983.0,2,0.0,4,0,534.0,0.0,282.0,59.0,0,315,1,0,RL,0,0,0,3,4,3,5.0,0.5,5,3,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2811.0,132.0
1520,168000,4,2008,7,8,1424,312.0,1.0,1228.0,1424,1921,1950,174.0,2,1921.0,2,174.0,7,1,0.0,0.0,1228.0,60.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,5,3,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,614.0,156.0
1665,184000,6,2007,7,9,1479,484.0,2.0,725.0,725,1972,2004,138.0,1,1972.0,4,138.0,7,0,626.0,0.0,99.0,0.0,32,0,0,0,RL,0,0,0,3,3,3,4.0,0.5,4,4,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2553.5,484.0
2635,124000,3,2006,5,5,1025,0.0,0.0,1025.0,1025,1962,1962,0.0,1,0.0,3,0.0,6,0,953.0,0.0,72.0,70.0,80,96,0,0,RL,0,0,0,3,3,3,4.0,0.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3848.0,0.0
581,185000,2,2009,6,6,1442,615.0,2.0,1442.0,1442,1970,1970,571.0,2,1970.0,2,571.0,6,1,0.0,0.0,1442.0,0.0,0,371,0,0,RL,0,0,0,3,3,3,0.5,0.5,3,3,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,721.0,461.25
2435,230500,11,2006,8,5,1936,504.0,2.0,1406.0,1454,2000,2000,40.0,2,2000.0,3,40.0,7,1,0.0,0.0,1406.0,106.0,124,188,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,3,0,1,1,0,1,0,0,0,1,1,1,0,1,0,703.0,378.0
2799,227000,5,2006,7,5,1939,555.0,3.0,1054.0,1070,1998,1998,227.0,2,1998.0,3,227.0,8,1,796.0,0.0,258.0,90.0,84,128,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,4,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,3313.0,416.25
883,173500,2,2009,6,5,1476,540.0,2.0,738.0,738,2005,2005,0.0,2,2005.0,3,0.0,7,0,193.0,0.0,545.0,64.0,35,100,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1237.5,540.0
2537,140000,8,2006,5,6,898,326.0,1.0,833.0,898,1968,1968,0.0,1,1968.0,3,0.0,6,0,744.0,0.0,89.0,70.0,0,143,0,0,RL,0,0,0,3,3,4,5.0,0.5,4,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3764.5,244.5
1120,247000,8,2008,8,5,1460,480.0,2.0,1460.0,1460,2006,2007,0.0,2,2006.0,3,0.0,6,1,666.0,0.0,794.0,87.0,20,0,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,4,0,1,0,1,1,0,0,0,1,1,1,1,1,0,3727.0,480.0
774,149900,6,2009,6,5,1034,504.0,2.0,456.0,1034,1978,1978,23.0,1,1978.0,3,23.0,5,1,456.0,0.0,0.0,0.0,0,0,0,0,RL,0,0,0,3,3,4,5.0,0.5,3,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2280.0,504.0
1447,158000,5,2008,5,6,1174,528.0,2.0,864.0,1174,1978,1978,180.0,1,1978.0,3,180.0,5,0,781.0,0.0,83.0,0.0,0,211,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3165.5,264.0
104,147110,6,2010,7,5,1080,496.0,2.0,530.0,530,2003,2003,0.0,2,2003.0,2,0.0,4,0,244.0,0.0,286.0,0.0,50,0,0,0,FV,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1363.0,372.0
2694,119500,6,2006,6,6,1376,198.0,1.0,780.0,780,1937,1950,0.0,2,1937.0,3,0.0,7,1,0.0,0.0,780.0,50.0,0,0,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,3,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,390.0,99.0
920,205000,2,2009,5,6,1567,440.0,2.0,840.0,840,1940,1950,0.0,1,1961.0,2,0.0,6,2,728.0,0.0,112.0,60.0,21,0,1,0,RL,0,0,0,3,3,3,4.0,0.5,5,3,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2968.0,220.0
1951,148000,7,2007,5,9,1534,0.0,0.0,736.0,751,1895,1999,0.0,1,0.0,3,0.0,6,0,0.0,0.0,736.0,60.0,112,0,0,0,RL,Grvl,0,0,3,4,4,0.5,0.5,5,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,368.0,0.0
9,236500,3,2010,8,5,1616,608.0,2.0,1595.0,1616,1995,1996,0.0,2,1995.0,2,0.0,5,1,1180.0,0.0,415.0,39.0,152,237,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,6107.5,456.0
2848,137000,7,2006,5,5,1551,240.0,1.0,1058.0,1058,1938,1950,0.0,2,1938.0,3,0.0,6,0,930.0,0.0,128.0,60.0,0,0,1,0,RL,0,0,0,3,3,2,1.0,0.5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,994.0,120.0
614,122000,2,2009,5,5,960,330.0,1.0,960.0,960,1955,1955,0.0,1,1955.0,2,0.0,5,0,100.0,247.0,613.0,68.0,70,0,1,0,RL,0,0,0,3,3,3,2.0,4.0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1494.5,247.5
1736,176485,8,2007,7,5,1302,436.0,2.0,1302.0,1302,2007,2007,0.0,2,2007.0,3,0.0,6,0,0.0,0.0,1302.0,73.0,22,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,651.0,436.0
2686,109000,7,2006,5,5,816,210.0,1.0,816.0,816,1925,1950,0.0,1,1925.0,2,0.0,4,0,0.0,0.0,816.0,50.0,0,168,0,0,RL,Pave,0,0,3,3,3,0.5,0.5,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,408.0,105.0
2257,330000,9,2007,7,5,1502,286.0,1.0,1502.0,1502,1998,1998,239.0,1,1998.0,1,239.0,5,1,1102.0,72.0,328.0,0.0,0,0,0,0,RM,0,0,0,4,3,4,5.0,4.0,5,4,3,0,1,1,1,0,1,0,0,0,0,1,0,1,0,5962.0,286.0
1284,143000,12,2008,6,5,1133,308.0,1.0,192.0,1133,2008,2008,0.0,1,2008.0,3,0.0,7,0,96.0,0.0,96.0,56.0,175,0,0,0,RM,Grvl,1,0,3,3,3,5.0,0.5,4,3,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,528.0,154.0
1765,410000,7,2007,9,5,3078,806.0,3.0,1408.0,1671,1998,1998,422.0,2,1998.0,4,422.0,9,1,672.0,0.0,736.0,89.0,87,108,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3728.0,806.0
1811,201000,7,2007,6,5,1721,471.0,2.0,928.0,936,1994,1994,105.0,2,1994.0,3,105.0,7,0,814.0,0.0,114.0,70.0,87,300,0,0,RL,0,0,0,4,4,4,5.0,0.5,5,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,4127.0,353.25
2603,80000,2,2006,4,4,1760,648.0,2.0,1077.0,981,1910,1950,0.0,1,1935.0,4,0.0,7,1,0.0,0.0,1077.0,60.0,0,120,0,0,RL,Grvl,0,0,3,3,2,0.5,0.5,3,3,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,538.5,324.0
2220,259500,7,2007,6,8,2320,180.0,1.0,1028.0,1436,1945,2002,0.0,2,1945.0,3,0.0,9,1,774.0,150.0,104.0,61.0,0,224,1,0,RL,0,0,0,3,3,3,4.0,1.0,5,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3298.0,90.0
2273,279900,7,2007,7,5,2486,452.0,2.0,1122.0,1146,2003,2004,94.0,3,2003.0,5,94.0,10,1,766.0,0.0,356.0,0.0,32,143,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,0,0,0,4008.0,452.0
163,154000,5,2010,5,7,1246,305.0,1.0,1246.0,1246,1959,1994,0.0,1,1959.0,3,0.0,6,0,340.0,906.0,0.0,75.0,0,218,1,0,RL,0,0,0,3,3,3,1.0,2.0,5,4,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2152.0,228.75
2116,277000,6,2007,6,7,2144,389.0,2.0,1444.0,1444,1958,2006,472.0,2,1958.0,4,472.0,7,2,697.0,0.0,747.0,0.0,98,0,0,0,RL,0,0,0,4,3,4,2.0,0.5,4,4,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1767.5,389.0
2734,128000,3,2006,5,5,1150,215.0,1.0,799.0,799,1942,1950,0.0,1,1942.0,3,0.0,6,2,230.0,0.0,569.0,62.0,0,264,0,0,RL,0,1,0,3,3,3,1.0,0.5,5,3,3,0,1,0,0,1,0,0,0,1,0,0,1,1,0,514.5,107.5
426,256300,7,2009,8,5,1600,890.0,3.0,1566.0,1600,2007,2007,640.0,2,2007.0,3,640.0,7,1,0.0,0.0,1566.0,110.0,56,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,1,1,1,0,1,0,0,0,1,1,1,1,1,0,783.0,667.5
2216,188000,11,2007,4,6,1755,231.0,1.0,930.0,1230,1930,2003,0.0,2,1930.0,4,0.0,7,1,189.0,0.0,741.0,110.0,40,0,0,0,RL,0,0,0,3,4,3,5.0,0.5,5,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1315.5,115.5
2900,312500,5,2006,8,5,1800,765.0,3.0,1800.0,1800,2002,2002,630.0,2,2002.0,3,630.0,7,1,1274.0,0.0,526.0,85.0,78,270,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,6633.0,765.0
97,151000,6,2010,7,5,1200,480.0,2.0,600.0,600,2004,2005,0.0,2,2004.0,2,0.0,4,0,0.0,0.0,600.0,30.0,172,0,0,0,FV,Pave,0,0,4,3,4,0.5,0.5,5,4,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,300.0,360.0
1680,122500,8,2007,5,5,1365,440.0,2.0,765.0,765,1971,1971,376.0,1,1971.0,2,376.0,6,0,471.0,0.0,294.0,24.0,36,240,0,0,RM,0,0,0,3,3,3,4.0,0.5,5,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2031.0,220.0
1133,188000,7,2008,6,5,1696,542.0,2.0,835.0,835,2003,2003,0.0,2,2003.0,3,0.0,7,0,80.0,555.0,200.0,68.0,66,143,0,0,RL,0,0,0,4,3,4,5.0,4.0,5,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2720.0,406.5
2761,209700,5,2006,7,5,1809,638.0,2.0,945.0,945,2005,2006,0.0,2,2005.0,3,0.0,8,0,0.0,0.0,945.0,91.0,54,144,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,472.5,478.5
1642,441929,1,2007,8,5,2234,724.0,2.0,2220.0,2234,2006,2006,945.0,1,2006.0,1,945.0,7,1,1558.0,0.0,662.0,85.0,80,390,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,4,1,1,1,0,1,0,0,0,1,1,1,0,0,0,8121.0,543.0
1141,163000,10,2008,6,5,1680,474.0,2.0,886.0,886,1993,1994,120.0,2,1993.0,3,120.0,7,0,602.0,0.0,284.0,50.0,96,144,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,3152.0,355.5
2118,187500,7,2007,6,8,2087,444.0,2.0,832.0,976,1966,2007,157.0,2,1966.0,5,157.0,9,0,568.0,0.0,264.0,0.0,168,133,0,0,RL,0,0,0,3,3,3,1.0,0.5,4,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,700.0,444.0
870,220000,6,2009,8,5,1513,521.0,2.0,1462.0,1513,1999,2000,260.0,2,1999.0,2,260.0,5,1,1246.0,0.0,216.0,90.0,34,135,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,1,1,1,0,0,0,1,1,1,1,0,0,6338.0,521.0
1875,127000,3,2007,5,6,1107,308.0,1.0,949.0,1107,1967,1993,0.0,1,1967.0,3,0.0,5,0,474.0,38.0,437.0,70.0,64,88,0,0,RL,0,0,0,3,3,3,4.0,3.0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2228.5,231.0
155,107500,4,2010,5,7,827,392.0,1.0,0.0,827,1955,2007,0.0,1,1967.0,2,0.0,5,1,0.0,0.0,0.0,60.0,0,0,0,0,RL,0,0,0,3,3,0,0.0,0.0,5,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,196.0
1318,128000,6,2008,6,6,1484,0.0,0.0,742.0,742,1914,2001,0.0,2,0.0,3,0.0,9,1,0.0,0.0,742.0,35.0,291,0,0,0,RM,Grvl,0,0,3,3,3,0.5,0.5,5,3,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,371.0,0.0
1285,73000,6,2008,5,5,764,504.0,2.0,680.0,764,1925,2004,0.0,1,1965.0,2,0.0,4,0,0.0,0.0,680.0,30.0,0,0,0,0,RM,Grvl,1,0,3,3,2,0.5,0.5,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,340.0,252.0
2400,374000,8,2006,9,5,1792,874.0,3.0,1792.0,1792,2003,2004,562.0,2,2003.0,2,562.0,6,1,1567.0,0.0,225.0,72.0,49,206,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,5,4,1,1,1,1,1,0,0,0,1,1,1,0,0,0,7947.5,874.0
1068,421250,1,2008,8,5,2649,746.0,3.0,1479.0,1515,2001,2002,1110.0,2,2001.0,4,1110.0,10,1,1075.0,0.0,404.0,130.0,60,0,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,3,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5577.0,746.0
361,178000,12,2009,6,5,1593,389.0,2.0,808.0,808,1992,1993,0.0,2,1993.0,3,0.0,7,1,0.0,0.0,808.0,0.0,40,342,1,0,RL,0,0,0,3,3,4,0.5,0.5,4,3,3,0,1,0,0,1,0,0,0,1,1,1,0,1,0,404.0,291.75
